simulation,gene_info,depth,Sequence_Identity,Spiked_ReadSupp
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000381625.9_PAR_Y-ENST00000422618.6_PAR_Y,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000381843.6-ENST00000697470.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000381941.8-ENST00000665561.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000388955.8-ENST00000457352.4,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000391111.1-ENST00000560029.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000391196.1-ENST00000658286.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000391254.1-ENST00000679629.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000395979.1-ENST00000515221.2,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000397030.5-ENST00000397030.5,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000407724.7-ENST00000264156.3,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000411940.1-ENST00000706511.1-ENST00000610854.2,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000412117.1-ENST00000513578.5,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000418638.1-ENST00000675799.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000418733.1-ENST00000494540.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000419121.6-ENST00000419121.6,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000419658.1-ENST00000419658.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000419977.4-ENST00000575188.5-ENST00000539881.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000420185.1-ENST00000440074.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000422221.1-ENST00000696757.1,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000423025.6-ENST00000652936.1-ENST00000513409.1,1GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000423325.6-ENST00000423325.6,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000425324.2-ENST00000357984.7-ENST00000273063.10,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000425797.2-ENST00000584900.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000431868.1-ENST00000513652.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000433548.1-ENST00000583102.1-ENST00000483444.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000434934.1-ENST00000493430.5,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000437525.3-ENST00000287152.12,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000439523.1-ENST00000682513.1-ENST00000311028.4,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000441160.1-ENST00000441160.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000442049.3-ENST00000442049.3,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000442241.9-ENST00000442241.9,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000445313.1-ENST00000693243.2,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000447769.1-ENST00000529549.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000453034.5-ENST00000260363.9,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000453788.6-ENST00000374688.5,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000454946.2-ENST00000677671.1,1GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000465177.1-ENST00000534203.5-ENST00000344622.8,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000465795.1-ENST00000341037.8,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000465909.3-ENST00000498112.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000468508.1-ENST00000395160.9-ENST00000363107.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000472831.5-ENST00000685924.1-ENST00000297875.7,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000474148.5-ENST00000474148.5,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000474383.1-ENST00000518783.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000474903.1-ENST00000373261.5-ENST00000647101.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000474978.1-ENST00000596045.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000476522.5-ENST00000649123.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000476523.5-ENST00000646338.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000476908.1-ENST00000427409.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000477360.2-ENST00000477360.2,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000478279.6-ENST00000683712.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000478995.2-ENST00000524859.5-ENST00000608168.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000479283.1-ENST00000620694.1-ENST00000680236.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000482227.5-ENST00000363969.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000483679.1-ENST00000341119.10,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000484007.1-ENST00000580922.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000487369.5-ENST00000538641.2-ENST00000678968.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000487629.1-ENST00000701282.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000487671.1-ENST00000409652.5,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000488014.5-ENST00000488014.5,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000488036.5-ENST00000488036.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000488655.5-ENST00000462760.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000489766.5-ENST00000702329.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000490013.5-ENST00000474686.5-ENST00000340296.8,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000490994.6-ENST00000703500.1-ENST00000528220.2,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000492244.5-ENST00000492244.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000495527.5-ENST00000495527.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000495856.1-ENST00000531480.2-ENST00000608765.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000497053.2-ENST00000456721.4,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000497596.2-ENST00000532330.5-ENST00000677131.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000499425.1-ENST00000523724.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000502433.5-ENST00000455544.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000506671.5-ENST00000681701.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000507131.5-ENST00000681663.1-ENST00000515098.5,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000509917.1-ENST00000509917.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000511332.1-ENST00000356763.8,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000512517.1-ENST00000641688.3,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000512755.2-ENST00000657031.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000514903.7-ENST00000409568.6-ENST00000451355.2,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000515760.1-ENST00000609981.5,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000516589.1-ENST00000476806.5-ENST00000357116.4,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000517709.1-ENST00000517709.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000518521.5-ENST00000696757.1-ENST00000396267.3,1GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000518977.5-ENST00000489551.6,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000519939.1-ENST00000519939.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000520087.5-ENST00000696810.1-ENST00000494765.2,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000520527.5-ENST00000411856.1-ENST00000269391.11,1GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000523131.1-ENST00000370952.4-ENST00000654739.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000523278.5-ENST00000523243.5,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000524965.5-ENST00000527320.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000527348.1-ENST00000496932.1-ENST00000446864.2,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000531689.5-ENST00000603052.1-ENST00000441283.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000534428.5-ENST00000620518.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000537428.2-ENST00000537428.2,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000538031.5-ENST00000650042.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000540963.1-ENST00000623177.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000543094.1-ENST00000471724.5,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000543397.1-ENST00000637035.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000546426.5-ENST00000637932.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000547019.1-ENST00000362381.1-ENST00000666445.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000549557.1-ENST00000693047.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000549711.5-ENST00000675855.1,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000550335.5-ENST00000547321.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000551634.6-ENST00000505757.2-ENST00000462448.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000551844.1-ENST00000681818.1-ENST00000703987.1,1GB,85%,5
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000552438.5-ENST00000564808.6,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000552457.1-ENST00000653672.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000553409.5-ENST00000686474.2-ENST00000584525.5,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000554767.5-ENST00000262494.13,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000556202.5-ENST00000556202.5,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000556637.5-ENST00000654510.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000556826.6-ENST00000423899.1-ENST00000555088.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000557165.5-ENST00000380243.9,1GB,85%,7
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000557441.5-ENST00000557441.5,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000558396.1-ENST00000693695.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000559218.1-ENST00000264572.11-ENST00000644088.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000559989.1-ENST00000534538.1,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000560258.6-ENST00000222574.9,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000563984.1-ENST00000521487.2,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000569333.5-ENST00000698471.1-ENST00000262510.10,1GB,85%,6
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000570187.1-ENST00000568013.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000571051.5-ENST00000311331.12,1GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000577659.2-ENST00000636908.1-ENST00000263519.5,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000578454.5-ENST00000693103.1,1GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000578609.1-ENST00000601533.6,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000578882.1-ENST00000578882.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000579454.2-ENST00000397988.7,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000579822.1-ENST00000581274.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000580200.1-ENST00000587790.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000582203.1-ENST00000612157.4,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000584705.2-ENST00000582478.5,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000585377.5-ENST00000624301.3,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000585931.5-ENST00000567105.5-ENST00000495845.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000587580.1-ENST00000587580.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000589398.1-ENST00000571735.3,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000592235.1-ENST00000636950.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000596112.5-ENST00000358432.8-ENST00000379034.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000598261.2-ENST00000412056.5-ENST00000659246.1,1GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000598909.1-ENST00000611327.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000600342.5-ENST00000473575.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000601519.5-ENST00000588108.5,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000608916.1-ENST00000430625.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000609909.1-ENST00000704547.1-ENST00000495233.6,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000610832.1-ENST00000610832.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000613336.4-ENST00000613336.4,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000613539.1-ENST00000219439.9,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000616574.2-ENST00000568290.1-ENST00000609436.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000617466.1-ENST00000626243.2,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000620267.2-ENST00000620267.2,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000622030.2-ENST00000564685.5-ENST00000503799.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000622954.1-ENST00000565454.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000624083.3-ENST00000700842.1-ENST00000583394.2,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000624844.1-ENST00000553025.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000630184.2-ENST00000630184.2,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000631460.1-ENST00000679974.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000639968.1-ENST00000639968.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000640135.1-ENST00000587457.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000643938.1-ENST00000554614.2,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000644265.1-ENST00000588174.1-ENST00000483137.2,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000644880.1-ENST00000701353.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000645807.1-ENST00000570482.2,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000648143.1-ENST00000648143.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000648980.1-ENST00000365473.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000649738.1-ENST00000706797.1-ENST00000504052.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000649802.1-ENST00000698747.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000650560.1-ENST00000422368.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000654878.1-ENST00000654878.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000655381.1-ENST00000547326.2-ENST00000679158.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000655583.1-ENST00000670656.1,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000657223.1-ENST00000609343.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000657426.1-ENST00000661083.2,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000657783.1-ENST00000657783.1,1GB,85%,6
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000660108.1-ENST00000533488.6,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000661413.1-ENST00000258499.8-ENST00000652304.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000663551.1-ENST00000663551.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000663787.1-ENST00000469255.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000664250.1-ENST00000642514.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000675710.1-ENST00000675079.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000676616.1-ENST00000366778.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000677218.1-ENST00000677218.1,1GB,85%,1
